text,label
Tom sa cosa vuole sentire.,ita
Non lo rifarei mai.,ita
Ci siamo presentati a turno.,ita
Di fatto sa molto poco sulla questione.,ita
Questa città non è per me.,ita
Il mio cappotto ha due tasche.,ita
Lui intendeva sposarla.,ita
L'aria condizionata mi sta uccidendo.,ita
Non le sprango.,ita
Dunque di cosa stiamo parlando?,ita
Rima e Skura portarono Lina ad uno dei suoi ristoranti preferiti.,ita
È una grande risorsa.,ita
Tom è un sopravvissuto.,ita
Questa è la conferma.,ita
Di chi è amico?,ita
Credo di essere unico a modo mio.,ita
"Nonostante le condizioni meteo avverse, il pescatore si è diretto al mare, volente a rischiare il brutto tempo.",ita
Non vai a fare affari in Nuova Zelanda.,ita
Quando sarà pubblicato il tuo nuovo romanzo?,ita
Voi avete mai scalato il Monte Fuji?,ita
L'unico problema è l'orario.,ita
Io non ho armi.,ita
Voglio che tu veda la mia collezione di francobolli.,ita
Il mio migliore amico non è bulgaro.,ita
Devi studiare molto di più.,ita
Hanno il pelo ispido.,ita
La tela era strappata in tre punti.,ita
Chiamarono il loro cane Cookie.,ita
Nella vita c'è più di quel che sembra.,ita
Volevano centralizzare il potere.,ita
Quanto è lontano da qui?,ita
Dobbiamo fissarlo.,ita
Vado a costruire strade in Bulgaria?,ita
Mi sono rotta una costola cadendo.,ita
Tom era assolutamente sicuro di sé.,ita
Dove sei diretta?,ita
Persi l'autobus.,ita
"Io sono qui, vero?",ita
Ci sono appena stato.,ita
Dove sono le forchette?,ita
Dice che sono sua.,ita
La Terra è apparsa.,ita
Avrei dovuto pagare in anticipo.,ita
Ma che bello che è questo stambecco!,ita
Io voglio sapere come ha superato le guardie.,ita
Non sono responsabile per quello che ha fatto.,ita
Tu ci aiuterai domattina?,ita
Il pollo è sopra al tavolo.,ita
Il bebè si è svegliato?,ita
Dice che è depressa.,ita
Quel tizio divorzia.,ita
Penso che andranno per lavoro in Libia.,ita
Se non ci fosse il sole moriremmo tutti.,ita
Mio nipote è il figlio di mio figlio.,ita
Non andate a costruire palestre in Albania?,ita
Non chiamarla adesso.,ita
Conosce mio padre?,ita
È Tony.,ita
Agli algerini serve acqua pulita.,ita
"Per piacere, ditegli di andarsene.",ita
Perché stavi piangendo?,ita
C'è Internet nella stanza?,ita
Non sto studiando adesso.,ita
Trovai qualcosa per voi.,ita
Ho alzato le spalle.,ita
Io mi sono categoricamente rifiutata.,ita
Ziri ha aggiunto dell'acqua.,ita
Siete troppo giovane per andarci da sola.,ita
Non sa ancora niente.,ita
Le ragazze cinesi sono carine.,ita
Non andiamo a fare amicizie in Albania.,ita
"Mary deve aiutarci, vero?",ita
Io non posso cuocere il pane. Non ho un forno.,ita
Mia zia abita a New York.,ita
Creda nell'amore.,ita
Sono solo un folle.,ita
Lavori lentamente.,ita
Tom è riuscito a dissuadere Mary dal farlo.,ita
Ho cercato di dissuaderlo dal partecipare al progetto.,ita
È attualmente in prigione per frode fiscale.,ita
Questa sedia è stata fatta in Australia.,ita
Non vanno a lavorare in Olanda?,ita
Disse che provò a baciarlo.,ita
Bevete il caffè?,ita
Sembravi più interessato al tuo telefono che a me.,ita
Mi sembrano un po' confusi come idee politiche.,ita
Hanno mai visitato il Regno Unito?,ita
Noi ne abbiamo quarantacinque.,ita
Tom ha detto che non aveva proprio voglia di parlare di questo.,ita
Tom non l'ha fatto così bene.,ita
Loro saranno arrabbiati.,ita
Com'è andata l'esercitazione?,ita
Come hai fatto in modo che dicessero di sì?,ita
Come te lo immagini?,ita
È nato anche il figlio di una mia vicina di casa.,ita
Per piacere ditemi come si scrive il vostro nome.,ita
A Tom piacciono gli orsetti gommosi.,ita
Non cresceremo mai come popolo.,ita
Non avevo notato il nome della pagina che ha pubblicato la foto.,ita
Magari dopo lo affittiamo questo appartamento.,ita
Disse che non gli dispiaceva.,ita
"Cavallo, leone, cane e capra sono animali.",ita
Pharamp ha tagliato la torta a metà.,ita
Io voglio trovarla.,ita
Mi sono dimenticato di Tom.,ita
Non è consentita la presenza della stampa dentro.,ita
Questa scoperta è stata fatta per caso.,ita
Perché non potete venire alla mia festa?,ita
Ingoia la tua minestra!,ita
Ricarica la pagina.,ita
Ve lo carico io il video.,ita
Ho riscritto la frase appositamente per voi.,ita
Non voglio che voi mi seguiate.,ita
Fu arrestata a casa sua.,ita
"Scusa, ma stasera non riesco.",ita
"""Di che nazionalità erano le loro nonne?"" ""Malese.""",ita
A te piacciono le uova fritte?,ita
Che cosa ne pensa della nostra collezione?,ita
Lui non risparmiò fatica ad aiutarmi.,ita
Io ho bisogno di una scatola di queste dimensioni.,ita
I cani pisciano quando vogliono.,ita
Penso che non andrete per salute in Galles.,ita
Mary mi ha detto che vorrebbe aiutare.,ita
Io le diedi la mia metà.,ita
"Tutti sono capaci di imparare una lingua straniera, però è tutto più facile per quelli che hanno talento.",ita
Gli occhi di Tom si riempirono di lacrime mentre affettava le cipolle.,ita
Per me è importante.,ita
Mi avete resa davvero fiera.,ita
Cosa avete bevuto lei e Tom?,ita
Andò direttamente ad un posto dove servivano buon cibo.,ita
Ci siamo vestiti caldi.,ita
Spensi il mio telefono.,ita
Ce lo avrebbe detto.,ita
"Mentre Tom aspettava fuori, il veterinario ha eseguito un'operazione di quattro ore al gatto di Mary.",ita
Potreste mostrarmi il campus?,ita
Mi mancherete un botto!,ita
Tom fu beccato a rubare.,ita
Ho bisogno di cablografare questa notizia.,ita
Perché non aiuti?,ita
So che volete parlare con noi.,ita
La lettera è stata scritta in codice.,ita
Non dovete perdervi.,ita
Vanno a cercare qualcuno in Germania?,ita
Vendette la sua casa per 300.000 dollari.,ita
Mary ha detto che stava andando al lavoro.,ita
Spero che Tom non ci stia mentendo.,ita
Vanno a costruire autostrade in Nuova Zelanda?,ita
A Tom serve un'amica.,ita
Tom deve prendere alcune decisioni.,ita
"È la tua insegnante di francese, vero?",ita
La ricerca della felicità è una delle principali cause di infelicità.,ita
Stiamo facendo progetti per le vacanze.,ita
Non bisogna armare i bambini.,ita
Le renderà molto felici.,ita
A me non piace nemmeno Tom.,ita
Lei lo beccò mentre fumava una sigaretta.,ita
Non va a costruire arene in Lettonia?,ita
Lei parla fluentemente l'interlingua.,ita
Capiamo tutti.,ita
Penso che dovremmo chiedere a Tom di dare le dimissioni.,ita
Tom vorrebbe cantare?,ita
"Ti serve qualcosa, allora?",ita
Loro sono innocui.,ita
Lei mi ha ascoltato.,ita
Con il passare del tempo ha cambiato idea.,ita
È incredibilmente stupida.,ita
L'ho confiscata.,ita
Sono un fanatico dell'ecologia.,ita
"Quando arrivò, stavo scrivendo una lettera.",ita
Non vai a costruire ponti in Germania?,ita
Il gatto mangia.,ita
Non aveva intenzione di lasciare che la baciasse.,ita
Non mi credi?,ita
Lei aveva i denti cariati.,ita
Io ne sarei a favore.,ita
Tom mi ha trattato come una principessa.,ita
Mary ha detto che credeva a Tom.,ita
Di' a Tom le stesse cose che hai detto a me.,ita
Non sei ricco.,ita
"Non disturbarmi, sto studiando una cosa difficile.",ita
Non c'è mai traffico a quest'ora?,ita
Ho prestato i soldi.,ita
L'ho riposto.,ita
Va a costruire scuole in Argentina?,ita
Mi sento veramente male.,ita
Tom è stato ferito in un furto con scasso.,ita
Voi state per prendere un po' di latte.,ita
"""URSS"" significa ""Unione delle Repubbliche Socialiste Sovietiche"".",ita
Promettici che non le ferirai.,ita
Non riesco proprio a mettermi sui libri.,ita
Non ti dovresti fidare di loro.,ita
Il palazzo è crollato improvvisamente.,ita
"Dopo una lunga passeggiata in montagna, ci siamo fermati per una seconda colazione a base di pane e formaggio.",ita
Sono ancora qui con Tom.,ita
Vai a piedi quando possibile.,ita
Forse siamo imparentati.,ita
Non sai niente di questa tragedia.,ita
Ditemi del vostro piano.,ita
Penso che non andranno in vacanza in Belgio.,ita
Possiede una casa molto grande.,ita
Va a costruire ospedali in Nigeria.,ita
Pensavo che Tom fosse uno sfigato.,ita
Non ci sono prove.,ita
Mi trovate carina?,ita
Vai a costruire mattatoi in Australia.,ita
Andiamo a imparare qualcosa in Marocco?,ita
Vi dirò cos'ho fatto oggi.,ita
Io ero molto assetato.,ita
Non vai a costruire autostrade in Australia.,ita
Lei mi raccolse una mela.,ita
Io ho un amico che vive a Sapporo.,ita
Pensi davvero che Tom abbia talento?,ita
Non andiamo a imparare qualcosa in Cina.,ita
In quale scuola superiore è andata?,ita
Io non la sto forzando.,ita
È pazzesco leggere che si utilizza ancora adesso!,ita
Noi vogliamo contribuire?,ita
Io sono molto smemorata.,ita
Quell'esame fu molto facile.,ita
Non riescono a controllare le loro emozioni.,ita
Sembra così bella oggi.,ita
Sanno tutti che ami Tom.,ita
Lei ha ancora paura?,ita
Io avevo del male a respirare.,ita
Il loro colore preferito non è il marrone.,ita
Ancora un paio di giorni e lo cancellano.,ita
Non vi voglio vedere nudi.,ita
Che tipo di fiore ti piace?,ita
Penso che non andranno in vacanza in Asia.,ita
Perché non siete stati qua ultimamente?,ita
Andate a costruire grattacieli in Galles.,ita
L'Islam è una religione mondiale principale.,ita
Vogliamo portare gli strumenti linguistici al livello successivo. Vogliamo vedere l'innovazione nel panorama delle lingue. E questo non può avvenire senza risorse linguistiche aperte che non possono essere costruite senza una comunità che non può contribuire senza delle piattaforme efficienti.,ita
Non avrei dovuto studiare ieri.,ita
In Francia c'è un grande numero di fiumi.,ita
Ci sono un casino di serpenti.,ita
Ma la nostra società dove vive?,ita
Ho bisogno di parlare con te da solo.,ita
Tom non ce la farà mai.,ita
Mary disse che non si sentiva al sicuro.,ita
Qual è la sua città preferita negli Stati Uniti?,ita
Sai dove abito?,ita
Tom verrà qua questo pomeriggio.,ita
Venite dentro.,ita
È già più alto di suo padre.,ita
Penso che le abbiamo perse.,ita
Ha detto che Tom ha mentito?,ita
Dobbiamo sempre essere preparati per il peggio.,ita
Va a fare carriera in Giappone?,ita
Prendi un libro e leggi!,ita
A volte guardo la televisione.,ita
Non vado a costruire scuole in Spagna.,ita
Ho fatto tre verifiche oggi.,ita
"Sì, sono di Sapporo.",ita
Nei ristoranti cinesi di solito le porzioni sono abbondanti.,ita
Facevano del bricolage.,ita
"""Di che nazionalità erano le vostre vicine?"" ""Belga.""",ita
Ho comprato un orologio e l'ho perso il giorno dopo.,ita
A te piace passeggiare?,ita
Siete mai stati in vacanza?,ita
Non siete stanche?,ita
Non credo a queste sciocchezze.,ita
Come vuoi festeggiare il tuo compleanno?,ita
Io non avevo bisogno dell'aiuto di nessuno.,ita
Dan e Linda sono gemelli.,ita
Non c'è dubbio che Tom vivesse a Boston.,ita
È rimasta senza parole.,ita
Non vi preoccupate. So esattamente cosa sto facendo.,ita
Io non posso venire né oggi né domani.,ita
La tua voce mi calma.,ita
Ho già fatto le foto con il mio cellulare.,ita
Serve mettere la virgola qui?,ita
Siete avventurose?,ita
Tom sapeva qualcosa.,ita
Mia zia aveva intenzione di farci visita il giorno dopo.,ita
Mary si è decisa.,ita
Credimi.,ita
Arrivò in ospedale con la febbre molto alta.,ita
Era un po' tardi?,ita
Non ci fa entrare?,ita
Non sta parlando.,ita
Personalmente preferisco Twitter.,ita
Vado a Kyoto.,ita
La gente stava spalando la neve in strada.,ita
"Che cosa preferisci, pollo o pesce?",ita
Vorrei che ascoltasse.,ita
Tom ha potato l'albero.,ita
Preferisce la campagna alla città.,ita
So suonare il pianoforte.,ita
Andate a costruire birrerie a Malta.,ita
Perché ha parcheggiato qui?,ita
Ci sarebbe tanto altro da aggiungere?,ita
Ho iniziato un nuovo blog. Farò del mio meglio per non essere una di quelle persone che scrive molto all'inizio e poi smette di scrivere.,ita
Non sperimento spesso la noia.,ita
Non vai a costruire cimiteri in Lituania?,ita
Di notte c'è stata di nuovo neve.,ita
Ho un battito irregolare.,ita
Li guardavano tutti.,ita
Sami non è il mio capo.,ita
Mi giro lì?,ita
Andiamo a costruire grattacieli in Canada.,ita
Questa città è noiosa.,ita
Portami il libro.,ita
Abbiamo parlato troppo presto?,ita
Ho peggiorato ancora le cose.,ita
Ascoltate il vostro corpo.,ita
Gli ho chiesto se voleva un orologio.,ita
È troppo folle!,ita
Che cos'ha in mente Tom ora?,ita
Giovedì si fa geografia.,ita
Sei una tale bugiarda!,ita
Apprezzo il gesto.,ita
Non lamentarti del tuo tenore di vita.,ita
Non ha visto le mie chiavi?,ita
Abbatteva gli alberi morti.,ita
Cambiai la mia pettinatura.,ita
Non andiamo a costruire fattorie in Argentina.,ita
Che brutta similitudine!,ita
Si raccomanda la prenotazione?,ita
Sono stato ignorato dal cameriere.,ita
Non posso sentire i lamenti di Tom. Chi gli ha detto che sa cantare?,ita
Andò al posto di suo padre.,ita
Si dia una mossa!,ita
Va a costruire arene in Libano?,ita
Bisogna distruggere Cartagine.,ita
Disse che la poteva riparare.,ita
Non abbiamo nulla a che fare con lei.,ita
Andiamo a lavorare in Spagna?,ita
Lui sarà occupato domani.,ita
Fu la mia decisione.,ita
Mettete in ordine il cervello.,ita
Non andate a costruire mausolei in Bielorussia.,ita
Ogni anno molti bambini vengono rapiti da membri delle loro famiglie.,ita
Vostra sorella Vi somiglia molto.,ita
Avevamo ancora una possibilità.,ita
John è intelligente.,ita
Lo mette a posto.,ita
Tu credi in cose del genere?,ita
"Mettetevi d'accordo, cari amici.",ita
Tu non sei giovane come Tom.,ita
È arrivato anche Natale!,ita
Ho realizzato che i gatti vedono al buio.,ita
Non lo riesce a sentire.,ita
Nessuno cambierà nulla.,ita
La banca le ha prestato cinquecento dollari.,ita
Lui ha chiesto a Mary di sorvegliare i bambini.,ita
Qual è il suo numero di stanza?,ita
Faccio già paura?,ita
Non serve a niente confessare i vostri peccati al prete se non pensate due volte prima di ripeterli.,ita
Ci ho riflettuto sopra.,ita
Ha già più di settant'anni.,ita
Rimasi muto quando lei mi parlò.,ita
A volte è strano.,ita
"Io non le piaccio molto, vero?",ita
"Loro sono più allenati, mi sa.",ita
Cosa c'è per colazione?,ita
Comprendo i concetti senza difficoltà.,ita
Tu conosci qualcuno che possa aiutare?,ita
Fai quello che dice.,ita
È improbabile che Tom sia depresso.,ita
Non dovrebbe essere toccato nulla.,ita
Le piace danzare?,ita
Não foi fácil identificar a causa do mal.,por
Desliga a água.,por
Estou curioso para saber quem de vocês vai vencer.,por
O que vocês vão dizer ao Tom?,por
Alguém pegou meus calçados por engano.,por
Justamente agora estou telefonando para você.,por
A sua hipótese está correta.,por
A polícia está investigando o caso do assassinato.,por
"Sou o senhor Paulo, do Brasil.",por
"Se eu estiver errado, me avisa.",por
Tom está consciente agora.,por
A vida do homem é curta?,por
Fecha a tampa da sanita.,por
Esse avião irá decolar às cinco.,por
Vou para o café.,por
Estou farta de comer ervilhas.,por
Tenho a sensação de que você não quer mesmo que eu vença.,por
Deixem-me dar uma olhada.,por
"O trovão nos assusta, mas não é perigoso.",por
Tom não sabia o que Maria queria fazer.,por
Eles descobriram algo novo.,por
Não faz muito tempo que ela chegou.,por
"O cérebro humano, permanece no modo de idioma nativo.",por
Vamos almoçar aqui.,por
Seu cabelo está comprido demais.,por
Estas opiniões são completamente diferentes.,por
Ele me mostrou o caminho.,por
O meu nariz está escorrendo.,por
Sami comprou bebidas para a filha dele.,por
Você acredita na vida eterna?,por
Tom e eu estávamos muito preocupados com você.,por
Tu crês em alguma religião?,por
Eu não queria morar em Boston.,por
O som do violino é muito doce.,por
Você não deve doestar Deus.,por
Amanhã viajo para a Turquia.,por
Roubaram-me o passaporte.,por
Tom não gira lá muito bem.,por
Ela tem uma vida saudável.,por
Um estrangeiro me ensinou inglês.,por
Às vezes ele assiste televisão.,por
Você não vai à festa da Mary?,por
Não sinta pena dele; ele merece isso.,por
Obrigada pelo vosso apoio.,por
Tu não estás habilitada a dirigir.,por
Não é de se admirar que você esteja reduzindo a proposta.,por
"Quem canta, seus males espanta.",por
Tom tem chance de ganhar?,por
Sou muito cuidadoso.,por
Vou comprar uma caixa de cerveja.,por
Eu tomei uma decisão.,por
Você não vai dormir?,por
Estou a escrever em japonês?,por
"Ela ergueu os olhos e, ao olhar para o céu, espetou o dedo na agulha.",por
O salgueiro-chorão é a minha árvore favorita.,por
Tom não podia decidir em quem ele iria votar.,por
Temos novos dados sobre a produção e venda de mata-moscas elétricos a nível mundial.,por
Isto é um assento.,por
Vamos sair para dar uma caminhada.,por
O Tom queria uma boa olhada nos anteprojetos.,por
Há apenas uma loja na ilha.,por
Que é que estão lendo?,por
Vou esperar pelo senhor até as duas e meia.,por
As pequenas coisas significam muito.,por
Sei que o Tom está com o coração partido.,por
É apenas como as coisas funcionam.,por
Tom deixou claro que não queria ver Mary.,por
"Assim, as traduções e adaptações muitas vezes contribuíram de maneira importante para a maturação da literatura em idiomas nacionais, tanto quanto para o amadurecimento do Esperanto.",por
"Dizem que os monges budistas têm habilidades extraordinárias, como levitação e abandonar seus corpos para depois retornarem quando quiserem.",por
Entre no ônibus na sua vez.,por
Tom estava na plateia.,por
Tom toma as próprias decisões.,por
Lembro só de algumas coisas.,por
Ela não sabe esquiar.,por
Será que as pequenas diferenças entre o Galego e o Português são suficientes para que se considerem essas duas línguas como idiomas distintos?,por
"Calma, pessoal!",por
Não esqueça seu casaco.,por
Deve haver mais.,por
Você se esqueceu de sua senha?,por
Todo mundo me chama de Tom.,por
A polícia recuperou o dinheiro roubado.,por
Todo mundo zombou de Tom.,por
"Aqueles que declaram que lutam em nome de Deus são sempre os homens menos pacíficos da Terra. Como acreditam receber mensagens celestes, têm os ouvidos surdos para toda a palavra de humanidade.",por
O pai do Tom está na prisão.,por
Nós ainda não contamos ao Tom.,por
Você certamente fará falta a mim.,por
Yanni queria evitar conflitos.,por
Eu corro duas vezes por semana.,por
"As palavras-passe difíceis incluem uma mistura de letras maiúsculas e minúsculas, dígitos e caracteres especiais.",por
As senhoras sabem o que o nome dela significa?,por
Eu parabenizei pelo telégrafo os jovens casais.,por
Um dos sintomas da fibromialgia é a dor generalizada.,por
Estou enviando condolências às famílias das vítimas fatais e dos feridos.,por
Vivemos na era da desinformação.,por
O senhor Smith está bebendo café.,por
Não há nada que você possa fazer para ajudá-lo.,por
Eles serão professores.,por
Meu pai virou uma fera quando me viu acompanhado dela.,por
"O Solitário George, a última tartaruga de sua espécie, morreu por causas desconhecidas.",por
"Ter amigos é muito bom, mas ser um é melhor ainda.",por
Ela o persuadiu a fazê-lo.,por
Qual música você cantou?,por
Ele não sabe que está sendo filmado.,por
O Tom chegou em casa por volta da meia-noite.,por
Não sei se vou ter filhos algum dia.,por
Por que todos odeiam Tom?,por
Crianças que estão com sede deveriam beber água.,por
Queres que eu fique?,por
Tenho que falar francês para o meu trabalho.,por
"O pedaço com 2 metros por 3, incrustado de cracas, pesando cerca de 100 quilogramas, foi descoberto no sábado por pescadores depois de ter dado à costa cerca de 800 quilómetros a sul de Banguecoque.",por
Os bigodes dele estão mais grisalhos do que a barba.,por
Tom não voltou para casa ontem.,por
Mas nós não temos nada em comum.,por
Minha casa foi arrombada enquanto estive ausente.,por
Estou me sentindo bastante desconfortável agora.,por
Todos estão confusos.,por
"Nosso encontro é como o encontro das gaivotas com as ondas. As gaivotas desaparecem, as ondas rolam para longe e cada um de nós segue seu próprio caminho.",por
Você usa cocaína ou crack?,por
Eu devo dinheiro à Mary e tenho que lhe pagar até a próxima segunda-feira.,por
Tom é um esqueleto humano.,por
Temos o mesmo nome.,por
Vocês não são feias.,por
Gosto de passear de trem.,por
Ele é canadense?,por
Não posso sair porque preciso limpar a casa.,por
Você é de Orlando?,por
Tom saiu da prisão.,por
Isto é um navio.,por
Sou da Grécia.,por
"Não se preocupe, você vai gostar.",por
Eu não ligo.,por
Compõe a gravata.,por
Eu odeio o calor.,por
Isso é pra mim?,por
"Vocês são da Austrália, certo?",por
Vocês poderiam me ensinar francês?,por
Morreram um após o outro.,por
Tem algum shopping próximo daqui?,por
O gato estava doente na semana passada.,por
Aquela era uma luta de vida e morte.,por
Toma o livro e devora-o.,por
Você leva uma hora para ir a pé para a estação.,por
Aprendi muito com meu pai.,por
A islamofobia é uma forma de racismo.,por
Estou impressionado com a semelhança que têm o francês e o italiano em alguns casos.,por
No próximo domingo começará o horário de verão.,por
Pode-se comer isto?,por
Sabemos que o plano de Deus era outro.,por
Vou com o meu sobrinho.,por
Pode ir um pouco mais lento por favor?,por
Os coalas são bonitinhos.,por
Tom está sob vigilância.,por
Você leu o livro que ganhou o prêmio?,por
O Tom não parece estar preocupado com isso.,por
Você não deve ter medo de errar quando aprende um idioma.,por
Tom é a primeira pessoa que conheci quando vim a Boston.,por
Gosto de bochechar a boca com elixir oral.,por
O senhor gostou desse jogo.,por
Minha irmã tem muitas amigas.,por
O Tom foi bem como sempre.,por
"Sinceramente, não vou com a cara dele.",por
Eu pretendo comprar uma bicicleta.,por
O relógio bateu meia-noite.,por
Sugiro que você faça o que ele diz.,por
Tom tentou não parecer surpreso.,por
Tom começou ensinando Mary Francês há três anos atrás.,por
Ele teve uma idéia.,por
As embalagens plásticas e de vidro podem ser reutilizadas.,por
Eu vi a partida pela televisão.,por
"Quando a campainha toca, todos se levantam ao mesmo tempo.",por
Coloque ela no telefone.,por
Tom estava usando uma bandana vermelha.,por
Os comissários de bordo tentaram acalmar os passageiros.,por
Ela queria se casar imediatamente.,por
Você está livre na quarta-feira?,por
Os homens asiáticos e das ilhas do Pacífico são os que têm menos mortes por doença cardíaca.,por
O álcool prejudica o fígado.,por
Espero poder ser um bom amigo para você.,por
Ele tem uma caneca com a sua foto.,por
Você está preso.,por
Você poderia ir direto ao ponto?,por
"Eu me lembro de como esta região era há vinte anos. Naquela época, isto aqui era um deserto.",por
"Perguntando, você chega à cidade.",por
Queria que houvesse outra forma.,por
Sami acaba de fazer uma longa caminhada.,por
A música alta faz mal para a saúde.,por
Tom gosta dele.,por
"Desculpe-me, por favor, eu devo continuar as minhas tarefas.",por
Ninguém mais teve que fazer isso.,por
O Tom apostou $300 no jogo.,por
Ele está em dívida para com você.,por
Nós temos de fazer isto agora.,por
Conheço algumas dessas garotas.,por
Nós conversamos sobre tudo.,por
Peça permissão aos seus pais.,por
Ele nunca escuta o que eu tento dizer.,por
Eles viram vocês.,por
Sami é uma ameaça à sociedade?,por
Quero tudo.,por
Sami irá para a faculdade este ano.,por
"Num outro subconjunto de estudos envolvendo 35.000 mulheres pós-menopáusicas que desenvolveram cancro da mama, McTiernan disse que o álcool se revelou um fator de risco maior.",por
Tom gosta de ar fresco.,por
O Tom me disse que tinha chorado.,por
Eu não gosto de insetos.,por
Obrigado pela aula!,por
"As abelhas são animais muito úteis porque produzem mel, cera e polinizam as flores.",por
Fiquei muito orgulhosa do meu filho.,por
"Ceratocone é uma doença ocular que afeta a forma da córnea, que é a cobertura externa transparente do olho.",por
As mulheres desocupadas escrevem muitas cartas.,por
Tom voltará amanhã.,por
Percebo que é difícil acreditar.,por
Não gosto da gravata que você veste.,por
"Karl, venha ver esse vídeo!",por
Diga simplesmente que não tem tempo livre.,por
Precisamos de uma língua universal?,por
Tom ainda me telefona de vez em quando.,por
Eu pensei que era um pouco demais.,por
Quem descobriu a cura para esta doença?,por
Por que o Tom está me encarando?,por
Gosto muito de trabalhar no Tatoeba.,por
"Eu passei a manhã inteira com você, então eu vou passar a tarde com o Tom.",por
Quem você beijou?,por
Nunca mais lhes falo do meu padrinho.,por
Nós estamos sem tempo.,por
Eis uma coisa que eu não esperava!,por
Gatos são animais muito limpos.,por
Não sei quem me disse. Não foi você?,por
Você também está com medo de ficar doente?,por
"Por favor, adcione apenas frases ou pequenos textos.",por
Não prometi nada para o Tom.,por
Vamos pegar o metrô.,por
"Kevin Sumption, o diretor executivo do Museu Marítimo Nacional Australiano, está convencido de que o Endeavour foi localizado.",por
Eu cai no sono enquanto estava esperando.,por
Aquilo era necessário?,por
Maria ganhou um prêmio Nobel.,por
O céu estava azul.,por
Aonde será realizada a Copa do Mundo de 2030?,por
Queres mais um copo de água?,por
Eles nunca falaram comigo.,por
O Tom diz que ele é bom em natação.,por
José disse que não estava com medo da morte porque logo alcançaria o reino dos céus.,por
Será que o avião chega à hora prevista?,por
O que sabem as senhoras sobre este lugar?,por
Vocês têm certeza de que têm tempo suficiente para comer?,por
Tom não vai argumentar.,por
O que você disse para ele exatamente?,por
"Em muitas religiões, adultério é pecado.",por
Eu vou usar isso.,por
Júlio César foi morto a punhaladas.,por
"Desde que eu vim para os Estados Unidos, quase não falo japonês.",por
"Ele é realista, e não acredita que os milagres sejam possíveis.",por
Ninguém acredita no meu país.,por
A mulher do vestido de luto fixou demoradamente o olhar no móvel que com o dedo mindinho a criança lhe apontava.,por
"Izzy, um cão de terapia havanês, é um visitante habitual da Escola Pública 57 em East Harlem, Nova Iorque. Os alunos encontram-se com ele na biblioteca, escolhem um livro e sentam-se no tapete. Izzy aconchega-se com eles e prepara-se para ouvir uma história.",por
"Por favor, onde que eu pego um ônibus para a Avenida Boston?",por
Eu perguntei a Mary o que ela queria beber.,por
Parece que estou em outro planeta.,por
"Quando o ser humano é bem sucedido, o cérebro produz endorfinas, hormônios de felicidade.",por
"Eu sou búlgaro, e você?",por
Os beijinhos mágicos não funcionam mais na sua idade.,por
O meu carro tem um motor potente.,por
Mataram-no com uma espada.,por
Vocês ainda não estão morando em Boston?,por
Quantos quartos tem o apartamento dela?,por
"O relatório defende que a ciência, a tecnologia e a inovação são necessidades e não luxos.",por
"Perdão, não quis te ofender.",por
Helen sempre tira as melhores notas da turma.,por
Ele está pegando café.,por
Desde quando esse ventilador está quebrado?,por
"Se soubesse a verdade, eu te diria.",por
Foi genial. Eu fui a Quioto.,por
Nunca mais estive na casa do meu sobrinho.,por
Isso se deu por uma causa desconhecida.,por
Suspeitava-se de que ela era uma espiã.,por
Vocês não podem vir amanhã.,por
A Mary estava agindo irracionalmente.,por
O muro que separa criminosos de não criminosos não é tão grosso quanto pensamos.,por
É fácil prometer. Difícil é cumprir.,por
Sol é a quinta nota da escala maior diatônica natural.,por
Ele comprou um par de sapatos novos.,por
Ele é casado?,por
Já faz trinta anos que nos casamos.,por
Tom é mais inteligente do que você.,por
Meu amigo não joga tênis.,por
O jardim está molhado da chuva.,por
Estou tentando falar com ela.,por
Não se pode traduzir o que não se entende.,por
Talvez aquele tenha sido o último.,por
Muitos foram levados pela polícia após comoção no estádio durante a partida.,por
Eu não disse nada que não deveria ser mencionado durante o discurso.,por
Escrevi uma canção para você.,por
"Por fim, a casca do ovo grande se rompeu e um recém-nascido forçou a saída e foi dizendo ""piu-piu, piu-piu"". Era muito grande e feio. A pata olhou para ele e exclamou: "" É grande demais e bem diferente dos outros.""",por
Os dois irmãos do Tom fizeram isso.,por
A resolução do exercício será feita passo a passo.,por
Bom almoço!,por
Eu nunca mais tento jogar esse jogo de novo.,por
Eu não posso deixá-la para trás.,por
Vejo uma maçã.,por
Eu gostaria de ser guitarrista.,por
Nós não vencemos o jogo.,por
Ken perguntou sobre seu pai.,por
"Eu não estou indo à biblioteca, mas posso te levar até a estação.",por
Ela realmente não gosta disso.,por
O cachorro de Tom foi sacrificado.,por
Não posso viver esse modo de vida.,por
Estamos planejando tirar fotos amanhã.,por
Tom usa óculos?,por
O Google Drive é ótimo!,por
Elas vão molhar o jardim.,por
Eu moro na zona rural.,por
Faça bem feito ou não faça.,por
Nunca vi nada tão bonito.,por
Os resultados são bons.,por
Tom colocou sal no café em vez de açúcar.,por
Você esteve ali.,por
"Ele não está sendo muito gentil, está?",por
Eu vi no Discovery Channel.,por
Não me apetece beber.,por
Jenny tem uma pistola.,por
O Tom sempre vai para a cama antes da meia noite.,por
Qual é o seu cantor de jazz favorito?,por
Ele não parecia bem.,por
Eu acho que Tom e Mary são teimosos.,por
Você é modesto.,por
Ele vai para o trabalho de ônibus?,por
Ele perdeu sua posição só porque ele se recusou a contar uma mentira.,por
